Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
7145719,"Distant Thunders (Destroyermen, #4)",Taylor Anderson,"Anderson, Taylor",,"=""0451463331""","=""9780451463333""",0,4.18,Roc,Hardcover,416,2010,2010,,2021/09/04,to-read,to-read (#989),to-read,,,,0,0
3946101,"Maelstrom (Destroyermen, #3)",Taylor Anderson,"Anderson, Taylor",,"=""045146253X""","=""9780451462534""",0,4.20,Roc,Hardcover,387,2009,2009,,2021/09/04,to-read,to-read (#988),to-read,,,,0,0
3698340,"Crusade (Destroyermen, #2)",Taylor Anderson,"Anderson, Taylor",,"=""0451462300""","=""9780451462305""",0,4.15,Roc,Hardcover,400,2008,2008,,2021/09/04,to-read,to-read (#987),to-read,,,,0,0
2414716,"Into the Storm (Destroyermen, #1)",Taylor Anderson,"Anderson, Taylor",,"=""0451462076""","=""9780451462077""",0,3.95,Roc Hardcover,Hardcover,400,2008,2008,,2021/09/04,to-read,to-read (#986),to-read,,,,0,0
2942523,"Caine Black Knife (The Acts of Caine, #3)",Matthew Woodring Stover,"Stover, Matthew Woodring",,"=""0345455878""","=""9780345455871""",4,4.06,Del Rey,Paperback,343,2008,2008,2021/08/31,2019/07/09,,,read,"<b>How i rate books:</b><br/>5- Blew me away<br/>4- Loved it<br/>3- Liked it<br/>2- Disliked it<br/>1- Hated it<br/><br/><b>Rating: 3.75 / 5</b><br/><br/><b>Before we begin, here are some reasons NOT to read this book if you are not into these things:</b><br/>- Lots and lots of swearing. Very creative swearing, granted. But probably three times more swearing than in other books nonetheless. <br/>- Violence is the solution to everything (due to the attitude of our main PoV).<br/>- Graphic torture scenes.<br/><br/><b>My two cents:</b><br/>This book is a lot shorter than the previous installment. It also dispenses with the metaphysical themes. We get a fairly straight forward tale of action, intrigue and betrayal.  But, the story is told from two perspectives. One is the 25-year-old Hari Michaelson during his breakthrough mission. The other perspective is the 50-something-year-old Caine (no, not Hari; Caine) being pulled into a hairy situation by one of his acquaintances.<br/><br/>The timeline from the past is well put together and gets resolved satisfyingly. The timeline from the present however feels a bit rushed. We get presented lots and lots of information, which explains the situation that Caine finds himself in. But sadly, the present timeline is somewhat rushed. It could probably have benefitted from around 100 or so more pages. Lots of characters, some of them supposed to be central to the narrative, are briefly introduced only to be never mentioned again or not play a role at all. Maybe this is due to set up for the last book. But still, not elegantly handled here.<br/><br/>Besides the issues of the present timeline, this book is somewhat of a return to form, like in the first installment. However, in terms of the feeling, the first novel was a standalone movie and this book is the third episode of an ongoing show. Much of what happens here is exposition, topped off with a giant cliffhanger. Would this series have ended after this book, it would have left a sour taste in my mouth.<br/><br/>The last point worth mentioning is that this is very much a Caine novel. The distinctive narrative voice is back, and it is great as always. Caine disrespects people, kills people, betrays people, just makes life miserable for people. All while doing it in a highly entertaining way (he is, after all, an actor). Action is always only a few pages away, and it is superbly written, as should be expected from a Caine book. <br/><br/>I hope that the last book is a step up from this novel. All in all this thing could have been longer, but after the last book i can't blame MWS for cutting down on the page numbers. A solid and enjoyable read, but not as good as the first two novels.<br/>",,,1,0
57795441,The Squire,Duncan M. Hamilton,"Hamilton, Duncan M.",,"=""""","=""9798731336253""",0,4.34,Independently Published,Paperback,412,2021,2021,,2021/08/24,to-read,to-read (#985),to-read,,,,0,0
304123,"Blade of Tyshalle (The Acts of Caine, #2)",Matthew Woodring Stover,"Stover, Matthew Woodring",,"=""0345421434""","=""9780345421432""",5,4.06,Del Rey Books,Paperback,800,2002,2001,2021/05/10,2019/07/09,,,read,"How i rate books:<br/>5- Blew me away<br/>4- Strongly liked it<br/>3- Liked it<br/>2- Disliked it<br/>1- Strongly disliked it<br/><br/>Final Rating: 5 / 5<br/><br/>Beware: This book can get very, very dark and some things in here are pretty despicable. Also, it drops some f-bombs.<br/><br/>Whew. Where to start with this one. Blade of Tyshalle is very different from the first book, Heroes Die. Where the entry to this series was an action packed and bloody book about a hero trying to save his  ex-wife and topple a god-emperor in the same step, this book starts out a lot slower and on a more personal / emotional level.<br/><br/>Seven years have passed since Cain's last adventure and now Hari has to deal with the consequences of his actions. We get to see him as a broken man which is trying not to drown in self-pity, stripped from the one thing that made him whole: Cain. But we will also get to learn about his time at the acting-school and the people that he met there. How he grew up and just how messed up his childhood was.<br/><br/>While we get to observe Hari in his new life as head of his own studio, dark things are afoot in Overworld. Somehow, through mysterious ways a sort of super-rabies, long tought eradicated in our world, made it's way to the parallel dimension. The expected result: total annihilation of all things living. Somebody has to save the day. Who might that be? Hm...<br/><br/>I thoroughly enjoyed this book. While it is a sharp break from the first installment, i absolutely loved the more philosophical aspects of this book. Without going into great detail, here are some aspects that i like the most:<br/><br/>- What if the collective humanity manifested its own deity? How would that god look like in a capitalist hellhole ruled by a rigid and brutal caste-system embedded into corporate authoritarianism ? Probably not very pretty.<br/><br/>- How do you deal with grief when you are at your lowest point? What do you do when everything was taken from you and you still discover that things can get much worse?<br/><br/>- A bleak yet frighteningly realistic depiction of our world if corporations would take over. This is what truly terrified me while reading this book. If society ever gets as bad as this book describes it, we are all better off dead.<br/><br/>- Hope. After all the truly despicable and terrifying things that happen to Hari / Cain, there is still a very subtle undertone of hope in this book. Just the slightest ray of daylight to inch towards to.<br/><br/>All in all this book is far more emotional and deep that you would have expected when reading the predecessor. But don't let that put you off. It is a masterpiece of storytelling that combines multiple POV's and timelines and strange ideas into something that is far bigger than the sum of its parts.<br/>",,,1,0
33931590,Nimbus,Jacey Bedford,"Bedford, Jacey",,"=""0756411890""","=""9780756411893""",0,4.11,Daw Books,Paperback,534,2017,2017,,2021/08/20,to-read,to-read (#984),to-read,,,,0,0
23591054,"Crossways (Psi-Tech, #2)",Jacey Bedford,"Bedford, Jacey",,"=""0756410177""","=""9780756410179""",0,3.94,DAW,Paperback,544,2015,2015,,2021/08/20,to-read,to-read (#983),to-read,,,,0,0
21864071,"Empire of Dust (Psi-Tech, #1)",Jacey Bedford,"Bedford, Jacey",,"=""""","=""""",0,3.60,DAW,Paperback,532,2014,2014,,2021/08/20,to-read,to-read (#982),to-read,,,,0,0
208,"A Shadow in Summer (Long Price Quartet, #1)",Daniel Abraham,"Abraham, Daniel",,"=""0765313405""","=""9780765313409""",4,3.62,Tor Books,Hardcover,331,2006,2006,2021/08/19,2020/05/04,,,read,,,,1,0
35424671,"Perhaps the Stars (Terra Ignota, #4)",Ada Palmer,"Palmer, Ada",,"=""1786699605""","=""9781786699602""",0,4.34,Head of Zeus ,Hardcover,586,2021,2021,,2021/08/19,to-read,to-read (#981),to-read,,,,0,0
33517544,"The Will to Battle (Terra Ignota, #3)",Ada Palmer,"Palmer, Ada",,"=""0765378043""","=""9780765378040""",0,4.22,Tor Books,Hardcover,352,2017,2017,,2021/08/19,to-read,to-read (#980),to-read,,,,0,0
26114545,"Too Like the Lightning (Terra Ignota, #1)",Ada Palmer,"Palmer, Ada",,"=""0765378000""","=""9780765378002""",0,3.81,Tor Books,Hardcover,432,2016,2016,,2021/08/19,to-read,to-read (#978),to-read,,,,0,0
28220647,"Seven Surrenders (Terra Ignota, #2)",Ada Palmer,"Palmer, Ada",,"=""0765378027""","=""9780765378026""",0,4.20,Tor Books,Hardcover,365,2017,2017,,2021/08/19,to-read,to-read (#979),to-read,,,,0,0
23533039,"Ancillary Mercy (Imperial Radch, #3)",Ann Leckie,"Leckie, Ann",,"=""0356502422""","=""9780356502427""",0,4.21,Orbit,Paperback,330,2015,2015,,2021/08/18,to-read,to-read (#977),to-read,,,,0,0
20706284,"Ancillary Sword (Imperial Radch, #2)",Ann Leckie,"Leckie, Ann",,"=""0316246654""","=""9780316246651""",0,4.07,Orbit,Paperback,359,2014,2014,,2021/08/18,to-read,to-read (#976),to-read,,,,0,0
17333324,"Ancillary Justice (Imperial Radch, #1)",Ann Leckie,"Leckie, Ann",,"=""031624662X""","=""9780316246620""",0,3.98,Orbit,Paperback,416,2013,2013,,2021/08/18,to-read,to-read (#975),to-read,,,,0,0
38117105,"The Monster Baru Cormorant (The Masquerade, #2)",Seth Dickinson,"Dickinson, Seth",,"=""""","=""""",0,3.89,Tor Books,Kindle Edition,464,2018,2018,,2020/08/10,to-read,to-read (#974),to-read,,,,0,0
13486172,"The Dark Defiles  (A Land Fit for Heroes, #3)",Richard K. Morgan,"Morgan, Richard K.",,"=""0575077948""","=""9780575077942""",0,4.06,Gollancz,Hardcover,488,2014,2014,2021/08/13,2019/09/02,,,read,Loved the series. Then i found out the author is a raging TERF. So no review for this last installment.,,,1,0
53646627,"Priest of Gallows (War for the Rose Throne, #3)",Peter McLean,"McLean, Peter",,"=""""","=""""",5,4.33,Jo Fletcher Books,Kindle Edition,400,2021,2021,2021/08/12,2020/05/31,,,read,,,,1,0
55810045,Dark Oak (The Dark Oak Chronicles #1),Jacob Sannox,"Sannox, Jacob",,"=""1546682058""","=""9781546682059""",0,3.77,Createspace Independent Publishing Platform,Paperback,305,2020,,,2021/08/12,to-read,to-read (#973),to-read,,,,0,0
32057598,The Hollow Crown (Kingfountain #4),Jeff Wheeler,"Wheeler, Jeff",,"=""""","=""""",0,4.37,47North,Kindle Edition,304,2017,2017,,2021/08/11,to-read,to-read (#972),to-read,,,,0,0
44552037,"A History of What Comes Next (Take Them to the Stars, #1)",Sylvain Neuvel,"Neuvel, Sylvain",,"=""1250262062""","=""9781250262066""",0,3.65,Tor.com,Hardcover,304,2021,2021,,2021/08/10,to-read,to-read (#971),to-read,,,,0,0
28335699,"Leviathan Falls (The Expanse, #9)",James S.A. Corey,"Corey, James S.A.",,"=""0356510395""","=""9780356510392""",0,4.54,Orbit ,Hardcover,528,2022,2021,,2021/08/10,to-read,to-read (#970),to-read,,,,0,0
35994830,"Kings of Paradise (Ash and Sand, #1)",Richard Nell,"Nell, Richard",,"=""""","=""""",5,4.20,Richard Nell,Kindle Edition,608,2017,2017,2021/08/08,2019/11/08,,,read,,,,1,0
56557452,"The Cuckoo (Under the Northern Sky, #3)",Leo Carew,"Carew, Leo",,"=""""","=""""",0,4.52,Orbit,Paperback,512,2022,2022,,2021/08/08,to-read,to-read (#969),to-read,,,,0,0
57097637,"Idols Fall (Iconoclasts, #3)",Mike Shel,"Shel, Mike",,"=""0578879239""","=""9780578879239""",0,4.23,Mike Shel,Paperback,686,2021,2021,,2021/08/06,to-read,to-read (#968),to-read,,,,0,0
49197711,"From Cold Ashes Risen (The War Eternal, #3)",Rob J. Hayes,"Hayes, Rob J.",,"=""""","=""""",4,4.30,Rob J. Hayes,,,2020,2020,2021/08/03,2020/04/02,,,read,,,,1,0
56179336,"Destiny of the Dead (The Shroud of Prophecy, #2)",Kel Kade,"Kade, Kel",,"=""1250293820""","=""9781250293824""",0,4.07,Tor Books,Hardcover,320,2022,2022,,2021/08/03,to-read,to-read (#967),to-read,,,,0,0
21855894,"Unholy War (Moontide Quartet, #3)",David Hair,"Hair, David",,"=""178087202X""","=""9781780872025""",0,4.21,Jo Fletcher Books,Hardcover,801,2015,2014,,2021/08/02,to-read,to-read (#965),to-read,,,,0,0
25543924,"Ascendant's Rite (Moontide Quartet, #4)",David Hair,"Hair, David",,"=""""","=""""",0,4.31,Jo Fletcher Books,Kindle Edition,848,2015,2015,,2021/08/02,to-read,to-read (#966),to-read,,,,0,0
15771846,"Mage's Blood (Moontide Quartet, #1)",David Hair,"Hair, David",,"=""""","=""""",0,3.87,Jo Fletcher Books,Hardcover,671,2012,2012,,2021/08/02,to-read,to-read (#963),to-read,,,,0,0
18486037,"The Scarlet Tides (Moontide Quartet, #2)",David Hair,"Hair, David",,"=""1780871988""","=""9781780871981""",0,4.24,Jo Fletcher Books,Hardcover,688,2013,2013,,2021/08/02,to-read,to-read (#964),to-read,,,,0,0
13082129,"Twixt Firelight and Water (Sevenwaters, #5.5)",Juliet Marillier,"Marillier, Juliet",,"=""""","=""""",0,4.18,Voyager,Kindle Edition,56,2011,2011,,2021/08/01,to-read,to-read (#962),to-read,,,,0,0
16087861,"Flame of Sevenwaters (Sevenwaters, #6)",Juliet Marillier,"Marillier, Juliet",,"=""045141487X""","=""9780451414878""",0,4.16,Roc,Paperback,432,2013,2012,,2021/08/01,to-read,to-read (#961),to-read,,,,0,0
7839024,"Seer of Sevenwaters (Sevenwaters, #5)",Juliet Marillier,"Marillier, Juliet",,"=""0451463552""","=""9780451463555""",0,4.06,Roc Hardcover,Hardcover,432,2010,2010,,2021/08/01,to-read,to-read (#960),to-read,,,,0,0
2917816,"Heir to Sevenwaters (Sevenwaters, #4)",Juliet Marillier,"Marillier, Juliet",,"=""0451462335""","=""9780451462336""",0,4.23,Roc,Hardcover,395,2008,2008,,2021/08/01,to-read,to-read (#959),to-read,,,,0,0
13925,"Child of the Prophecy (Sevenwaters, #3)",Juliet Marillier,"Marillier, Juliet",,"=""0765345013""","=""9780765345011""",0,4.12,Tor Books,Mass Market Paperback,596,2003,2001,,2021/08/01,to-read,to-read (#958),to-read,,,,0,0
13927,"Son of the Shadows (Sevenwaters, #2)",Juliet Marillier,"Marillier, Juliet",,"=""0765343266""","=""9780765343260""",0,4.33,Tor Books,Mass Market Paperback,608,2002,2000,,2021/08/01,to-read,to-read (#957),to-read,,,,0,0
13928,"Daughter of the Forest  (Sevenwaters, #1)",Juliet Marillier,"Marillier, Juliet",,"=""""","=""""",0,4.28,Tom Doherty Associates,Mass Market Paperback,554,2002,1999,,2021/08/01,to-read,to-read (#956),to-read,,,,0,0
41085049,"Velocity Weapon (The Protectorate, #1)",Megan E. O'Keefe,"O'Keefe, Megan E.",,"=""""","=""""",4,3.85,Orbit,Kindle Edition,544,2019,2019,2021/07/27,2020/07/24,,,read," 	How i rate books:<br/>5- Blew me away<br/>4- Loved it<br/>3- Liked it<br/>2- Disliked it<br/>1- Hated it<br/><br/>Rating: 3.75 / 5<br/><br/>An enjoyable SciFi novel that starts out slow but at the halfway point start smacking you with one plot twist after another. This book ramps up from boring to edge of my seat in 500 pages.<br/><br/>First, let's something straight: There is literally not a single page of space combat. None. Nada. Zero. So the blurb is a fucking lie.<br/><br/>On to my toughts: The characters started out bland and generic but grew on me during the first 200 pages. Once the first big plot twist hits, i started being concerned for them. So far so good. We have four POV, two primaries and two secondaries which are very sparse. Sanda and Biron, our main POV's are likeable characters trust into the deep end and struggling to make sense of political intrigue and being the only human left alive in the system. One problem i had with Biron is that he was written in the style of ""tell, don't show"". We are led to believe that he is a shrewd politician and brilliant orator. But we do not get any example as to why. I hate that kind of writing. But i had very low expectations for his character, so he still managed to positively surprise me. The book also has quite the number of plot twists and a good mystery at the core of it all, which makes for an interesting read.<br/><br/>Did i miss something from the book? Space fights... Like it was advertised to have. This is definitely not my book of the year but i did enjoy reading it quite a bit.",,,1,0
23287202,"Beyond Redemption (Manifest Delusions, #1)",Michael R. Fletcher,"Fletcher, Michael R.",,"=""0062387030""","=""9780062387035""",0,4.02,Harper Voyager,Paperback,495,2015,2015,,2019/08/01,to-read,to-read (#955),to-read,,,,0,0
4703553,"The Cold Commands (A Land Fit for Heroes, #2)",Richard K. Morgan,"Morgan, Richard K.",,"=""057507793X""","=""9780575077935""",4,3.95,Gollancz,Hardcover,407,2011,2010,2021/07/21,2019/09/02,,,read,,,,1,0
1448327,"Straight Silver (Gaunt's Ghosts, #6)",Dan Abnett,"Abnett, Dan",,"=""1844163288""","=""9781844163281""",4,4.25,Games Workshop(uk),Paperback,320,2006,2002,2021/07/15,2020/11/15,,,read,,,,1,0
55077639,"The Exiled Fleet (The Divide, #2)",J.S. Dewes,"Dewes, J.S.",,"=""1250236363""","=""9781250236364""",0,4.25,Tor Books,Paperback,432,2021,2021,,2021/07/15,to-read,to-read (#954),to-read,,,,0,0
45996369,"Light of Impossible Stars (Embers of War, #3)",Gareth L. Powell,"Powell, Gareth L.",,"=""""","=""""",0,3.84,Titan Books,Kindle Edition,400,2020,2020,,2021/07/13,to-read,to-read (#953),to-read,,,,0,0
30748899,"Embers of War (Embers of War, #1)",Gareth L. Powell,"Powell, Gareth L.",,"=""1785655183""","=""9781785655180""",0,3.91,Titan Books,Paperback,411,2018,2018,,2021/07/13,to-read,to-read (#951),to-read,,,,0,0
31685092,"Fleet of Knives (Embers of War, #2)",Gareth L. Powell,"Powell, Gareth L.",,"=""1982526645""","=""9781982526641""",0,3.95,Blackstone Audio,MP3 CD,405,2019,2019,,2021/07/13,to-read,to-read (#952),to-read,,,,0,0
36592514,The Rise of the Fallen (The Rotting Empire #1),Peter Fugazzotto,"Fugazzotto, Peter",,"=""""","=""""",0,3.50,,Kindle Edition,290,2017,,,2021/07/11,to-read,to-read (#950),to-read,,,,0,0
42365349,Skin,Peter Fugazzotto,"Fugazzotto, Peter",,"=""""","=""""",0,3.91,,Kindle Edition,87,2018,,,2021/07/11,to-read,to-read (#949),to-read,,,,0,0
3314369,"The Steel Remains (A Land Fit for Heroes, #1)",Richard K. Morgan,"Morgan, Richard K.",,"=""0575084812""","=""9780575084810""",4,3.74,Gollancz,Paperback,391,2009,2008,2021/07/08,2019/09/02,,,read," How i rate books:<br/>5- Blew me away<br/>4- Loved it<br/>3- Liked it<br/>2- Disliked it<br/>1- Hated it<br/><br/>Rating: 4.5 / 5<br/><br/>This book is bleak. It has in your face slavery, sexual violence, repressive societies and oppression. But still, we see the ""heroes"" of this story lay down their life to save this shithole of a world. And we root for them. Because the consequences of failing would be so much worse.<br/>The faint of heart should probably not read this book. I have been hardened by some of the grimmest of the dark books out there, so this is just the usual for me. But believe me, the pages of this book just ooze disgust, anger and misery. Suffice to say, i like it quite a lot.",,,1,0
57550817,A Clash of Fates (The Echoes Saga #9),Philip C. Quaintrell,"Quaintrell, Philip C.",,"=""""","=""""",0,4.75,Quaintrell Publishings Ltd,Kindle Edition,836,2021,2021,,2021/07/07,to-read,to-read (#948),to-read,,,,0,0
55176952,"Last of the Dragorn (The Echoes Saga, #8)",Philip C. Quaintrell,"Quaintrell, Philip C.",,"=""""","=""""",0,4.67,Quaintrell Publishings Ltd,Kindle Edition,590,2020,2020,,2021/07/07,to-read,to-read (#947),to-read,,,,0,0
51609132,"The Knights of Erador (The Echoes Saga, #7)",Philip C. Quaintrell,"Quaintrell, Philip C.",,"=""""","=""""",0,4.60,Quaintrell Publishings Ltd,Kindle Edition,608,2020,2020,,2021/07/07,to-read,to-read (#946),to-read,,,,0,0
49183164,"Age of the King (The Echoes Saga, #6)",Philip C. Quaintrell,"Quaintrell, Philip C.",,"=""""","=""""",0,4.59,Quaintrell Publishings Ltd,Kindle Edition,678,2019,2019,,2021/07/07,to-read,to-read (#945),to-read,,,,0,0
49183125,"The Fall of Neverdark (The Echoes Saga, #4)",Philip C. Quaintrell,"Quaintrell, Philip C.",,"=""""","=""""",0,4.47,Quaintrell Publishings Ltd,Kindle Edition,640,2018,2018,,2021/07/07,to-read,to-read (#943),to-read,,,,0,0
49183138,"Kingdom of Bones (The Echoes Saga, #5)",Philip C. Quaintrell,"Quaintrell, Philip C.",,"=""""","=""""",0,4.58,Quaintrell Publishings Ltd,Kindle Edition,592,2019,2019,,2021/07/07,to-read,to-read (#944),to-read,,,,0,0
49170959,"Rise of the Ranger (The Echoes Saga, #1)",Philip C. Quaintrell,"Quaintrell, Philip C.",,"=""""","=""""",0,4.23,Quaintrell Publishings Ltd,Kindle Edition,538,2017,2017,,2021/07/07,to-read,to-read (#941),to-read,,,,0,0
49183090,"Empire of Dirt (The Echoes Saga, #2)",Philip C. Quaintrell,"Quaintrell, Philip C.",,"=""""","=""""",0,4.46,Quaintrell Publishings Ltd,Kindle Edition,480,2017,2017,,2021/07/07,to-read,to-read (#942),to-read,,,,0,0
58450153,"Blacklight Born (The Combat Codes Saga, #3)",Alexander Darwin,"Darwin, Alexander",,"=""""","=""""",0,4.04,,Kindle Edition,379,2021,2021,,2021/07/05,to-read,to-read (#940),to-read,,,,0,0
48722898,Major Pieces: A Peltedverse Collection (Princes' Game #8),M.C.A. Hogarth,"Hogarth, M.C.A.",,"=""""","=""""",0,4.56,Studio MCAH,Kindle Edition,592,2019,2019,,2021/07/05,to-read,to-read (#939),to-read,,,,0,0
43267342,Summary: The Prince's Game Series Reader's Guide (Princes' Game Book 7),M.C.A. Hogarth,"Hogarth, M.C.A.",,"=""""","=""""",0,4.54,Studio MCAH,Kindle Edition,159,2018,,,2021/07/05,to-read,to-read (#938),to-read,,,,0,0
36749316,From Ruins (Princes' Game #6),M.C.A. Hogarth,"Hogarth, M.C.A.",,"=""""","=""""",0,4.62,,Kindle Edition,486,2017,2017,,2021/07/05,to-read,to-read (#936),to-read,,,,0,0
35217190,In Extremis (Princes' Game #5),M.C.A. Hogarth,"Hogarth, M.C.A.",,"=""""","=""""",0,4.52,Studio MCAH,Kindle Edition,399,2017,2017,,2021/07/05,to-read,to-read (#937),to-read,,,,0,0
30360540,Only the Open (Princes' Game #4),M.C.A. Hogarth,"Hogarth, M.C.A.",,"=""""","=""""",0,4.41,Studio MCAH,Kindle Edition,441,2016,2016,,2021/07/05,to-read,to-read (#935),to-read,,,,0,0
28958815,Amulet Rampant (Princes' Game #3),M.C.A. Hogarth,"Hogarth, M.C.A.",,"=""""","=""""",0,4.32,Studio MCAH,Kindle Edition,387,2016,2016,,2021/07/05,to-read,to-read (#934),to-read,,,,0,0
23869535,Some Things Transcend (Princes' Game #2),M.C.A. Hogarth,"Hogarth, M.C.A.",,"=""""","=""""",0,4.25,Studio MCAH,Kindle Edition,385,2014,2014,,2021/07/05,to-read,to-read (#933),to-read,,,,0,0
34747288,Even the Wingless (Princes' Game #1),M.C.A. Hogarth,"Hogarth, M.C.A.",,"=""""","=""""",0,4.12,Stardancer Studios,Kindle Edition,396,2017,2011,,2021/07/05,to-read,to-read (#932),to-read,,,,0,0
57298496,Norylska Groans,Michael R. Fletcher,"Fletcher, Michael R.",Clayton W. Snyder,"=""""","=""""",0,4.12,,Paperback,394,2021,2021,,2021/07/04,to-read,to-read (#931),to-read,,,,0,0
34807427,"Nolyn (The Rise and Fall, #1)",Michael J. Sullivan,"Sullivan, Michael J.",,"=""1944145648""","=""9781944145644""",0,4.20,Grim Oak Press,Hardcover,480,2021,2021,,2021/07/04,to-read,to-read (#930),to-read,,,,0,0
42380642,Paragon (The Ashen Levels #5),C.F. Welburn,"Welburn, C.F.",,"=""""","=""""",0,4.89,Ythinar Publishing,ebook,220,2018,,,2021/07/04,to-read,to-read (#929),to-read,,,,0,0
42103683,Hero (The Ashen Levels #4),C.F. Welburn,"Welburn, C.F.",,"=""""","=""""",0,4.80,Ythinar Publishing,ebook,150,2018,,,2021/07/04,to-read,to-read (#928),to-read,,,,0,0
41595763,Adept (The Ashen Levels #3),C.F. Welburn,"Welburn, C.F.",,"=""""","=""""",0,4.83,Ythinar Oublishing,Kindle Edition,150,2018,,,2021/07/04,to-read,to-read (#927),to-read,,,,0,0
41077286,Journeyman (The Ashen Levels #2),C.F. Welburn,"Welburn, C.F.",,"=""""","=""""",0,4.75,Ythinar Publishing,Kindle Edition,,2018,2018,,2021/07/04,to-read,to-read (#926),to-read,,,,0,0
40864845,Fledgling (The Ashen Levels #1),C.F. Welburn,"Welburn, C.F.",,"=""""","=""""",0,4.27,Ythinar Publishing,Kindle Edition,150,2018,,,2021/07/04,to-read,to-read (#925),to-read,,,,0,0
12174312,"Percepliquis (The Riyria Revelations, #6)",Michael J. Sullivan,"Sullivan, Michael J.",,"=""1937475018""","=""9781937475017""",4,4.56,Ridan Publishing,Paperback,620,2012,2012,2021/07/03,2019/08/01,,,read,A masterclass of how to finish a series.,,,1,0
31522139,"City of Miracles (The Divine Cities, #3)",Robert Jackson Bennett,"Bennett, Robert Jackson",,"=""0553419730""","=""9780553419733""",0,4.42,Broadway Books,Paperback,451,2017,2017,,2021/06/29,to-read,to-read (#924),to-read,,,,0,0
23909755,"City of Blades (The Divine Cities, #2)",Robert Jackson Bennett,"Bennett, Robert Jackson",,"=""0553419714""","=""9780553419719""",0,4.21,Broadway Books,Paperback,484,2016,2016,,2021/06/29,to-read,to-read (#923),to-read,,,,0,0
20174424,"City of Stairs (The Divine Cities, #1)",Robert Jackson Bennett,"Bennett, Robert Jackson",,"=""080413717X""","=""9780804137171""",0,4.09,Broadway Books,Paperback,452,2014,2014,,2021/06/29,to-read,to-read (#922),to-read,,,,0,0
50663061,"The Expert System’s Champion (Expert System, #2)",Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""""","=""""",0,4.04,Tor Books,Kindle Edition,194,2021,2021,,2021/06/29,to-read,to-read (#921),to-read,,,,0,0
52096593,"The Lessons Never Learned (The War Eternal, #2)",Rob J. Hayes,"Hayes, Rob J.",,"=""""","=""""",4,4.14,,Kindle Edition,383,2020,2020,2021/06/24,2020/04/02,,,read,"How i rate books:<br/>5- Blew me away<br/>4- Loved it<br/>3- Liked it<br/>2- Disliked it<br/>1- Hated it<br/><br/>Rating: 4 / 5<br/><br/>First things first. This book improves on every aspect of its predecessor and is overall just a really enjoyable reading experience. On with the review.<br/><br/>The War Eternal relies on two key narrative aspects.<br/>First, Eskara is a headstrong and bitchy character. She has enough introspection to be aware that she can be a fucking idiot most of the time, but not enough restraint to change her behavior. Her drive and ambition will often force her to chose between the people she loves and her lust for revenge. And let me just add to this point that i really enjoy reading a headstrong female character that knows exactly what she wants and will strange god with her bare hands to get it.<br/><br/>Secondly, Eskara tells us her story while sitting in a cozy chair (presumably) in the afterlife (presumably) and sporadically gives us glimpses into the future. This creates a certain expectation, because we know some of the things that will happen, but not how or when.<br/><br/>The first installment fell flat on capitalizing on these two pillars. The conversations were wooden and everything felt lifeless. This prevented me from getting invested into the characters and their choices. Furthermore, all the hard choices made by Eskara were cheapened by the setting. If you are at the end of your luck and stuck in a hellhole where everyone is a horrible and broken person, nobody will care if you have to destroy people or chose power over people. You do not have to sacrifice anything.<br/>In this book however, Eskara is surrounded by people that she loves and values. She has a posse of her own, and she grows fond of them. As a consequence, you can sense the tension whenever she has to choose whether to sacrifice her friends for her own goals or not.<br/><br/>The second pillar also works out way better because we are now not confined to a dark dungeon anymore. Eskara now has tools to her disposal that help her grow and develop her power further. While the first book was a mad scramble for survival, this one has a lot progression. And with that progression comes a lot of worldbuilding and background information and subsequently, character growth.<br/><br/>And lastly, Rob really stepped up his character game. The conversations and character interactions are on a whole new level. No longer do we have to suffer through wooden conversations. This helps the book a whole lot.<br/><br/>It is also important to mention that the first fourth of the book is a bit slow. But once it gets going fun is guaranteed.",,,1,0
51576107,"The Last Druid (The Fall of Shannara, #4)",Terry Brooks,"Brooks, Terry",,"=""0399178546""","=""9780399178542""",0,4.25,Del Rey Books,Hardcover,448,2020,2020,,2021/06/22,to-read,to-read (#920),to-read,,,,0,0
41948722,The Stiehl Assassin (The Fall of Shannara #3),Terry Brooks,"Brooks, Terry",,"=""0553391542""","=""9780553391541""",0,4.14,Random House Publishing Group,Hardcover,337,2019,2019,,2021/06/22,to-read,to-read (#919),to-read,,,,0,0
36196054,"The Skaar Invasion (The Fall of Shannara, #2)",Terry Brooks,"Brooks, Terry",,"=""""","=""""",0,4.16,Del Rey,Kindle Edition,384,2018,2018,,2021/06/22,to-read,to-read (#918),to-read,,,,0,0
32025241,"The Black Elfstone (The Fall of Shannara, #1)",Terry Brooks,"Brooks, Terry",,"=""0553391488""","=""9780553391480""",0,4.16,Del Rey Books,Hardcover,318,2017,2017,,2021/06/22,to-read,to-read (#917),to-read,,,,0,0
52397,"Parable of the Sower (Earthseed, #1)",Octavia E. Butler,"Butler, Octavia E.",,"=""0446675504""","=""9780446675505""",0,4.21,Grand Central Publishing,Paperback,345,2000,1993,,2021/06/19,to-read,to-read (#916),to-read,,,,0,0
